userName,score,at,content
Yuli Aristiana,1,2019-04-30 13:18:34,"Sy kecewa sama aplikasi halodoc yg sekarang. padahal dulu sangat mudah dan membantu tapi sekarang metode pembayaran di tempat sudah tidak ada lagi. Pembayaran via mbangking juga tidak tersedia. Hanya via saldo halodoc, go-pay dan kartu. Sangat menyulitkan coustumer terutama bagi mereka yg masih awam."
Dian Handayani,5,2019-04-30 11:59:15,"dengan aplikasi ini saya sangat terbantu sekali,konsultasi dengan dokter lebih mudah, terimakasih halodoc"
Zenty Marina,5,2019-04-30 08:20:09,"dokterny komunikatif, dan sangat membantu banget"
Intan asmara,5,2019-04-30 03:25:56,baik baik banget dokter nya..lbh membantu banget..tp klo bs need psikiater donk yg bs kasih resep obat juga.jd bs langsung bli obat lwt aplikasi ini juga
Derii MY,5,2019-04-30 02:50:15,"Sangat membantu , berobat dirumah sambil tiduran juga bisa"
nyariilmu,5,2019-04-29 23:08:16,"Mohon maaf hanya saran,, Saran saya di halaman home ada riwayat percakapan dengan cliant, jd kita tdk perlu bertanya kalau memiliki keluhan yg sama.. terimakasih"
Sakila Anindifa,3,2019-04-29 15:46:11,untuk saat ini sy cukup puas dgn layanan halodoc
Bandit Kecil 26,5,2019-04-29 14:28:54,"alhamdulillah,,, sangat membantu,,, sukses selalu buat para dokter2 yang ada di aplikasi ini,,👍"
Mayrani Hesti,5,2019-04-29 14:12:40,sangat membantu. mohon tingkatkan dengan menambahkan aplikasi chat gratis melalu apk ya. sukses selalu.
Dolli Yustisa,5,2019-04-29 14:05:08,Sangat membantu sekali. Aplikasi yang bermanfaat!
Saskia Iskandar,3,2019-04-29 12:39:12,knp skrg gabisa bayar d tempat? jadi ribet skrg yaaa harus bayar lewat gopay . sdgkn kita butuh banget. ga sempet isi2 gtu otak uda mumet duluan.
Putri Maheswari,5,2019-04-29 12:35:03,"dokternya rata2 ramah semua,,,,terutama spesialis anak. saran nya jg memuaskan"
Rohmad Khudori,5,2019-04-29 11:22:01,lebih membantu dan menghemat waktu
NIA Nia,5,2019-04-29 09:28:55,"terimakasih banyak, sangat terbantu dengan aplikasi halodoc,tdk perlu nunggu obat d RS yg berjam2, kita tinggal duduk santai d rumah. obat datang . Terimakasih halodoc😊😊"
Dewi Agustin,5,2019-04-29 09:16:26,sangat membantu sekali dengan keluhan keluhan yang di alami terimakasih halodoc
Anthon Sanjoto,5,2019-04-29 07:09:16,"tidak berbelit dan pelayanannya akurat dan cepat...terima kasih halodoc, sangat membantu bagi ibu rmh tangga yg tdk pny waktu keluar rumah"
Rini Ark,5,2019-04-29 02:55:15,sangat membantu sekali dan menghemat waktu dan tenaga....terima kasih halodoc
Koko Aries,5,2019-04-29 02:49:48,"Pelyanan sangat bagus... Semoga sukses truss, semakin maju,semakin canggih dan nomor1. Terimksih halodoc"
Auditya Wira Hastawan,1,2019-04-29 02:31:18,"Ga semua orang mau bayar pake go pay, kalo ada nya tunai masa gabisa beli. Aplikasi sampah"
Yohana Atik,5,2019-04-29 02:15:32,sangat membantu sekali untuk konsul dokter pun cepat ditanggapi. terima kasih
Nurul Yaqin,5,2019-04-29 01:36:01,bagus untuk konsultasi masalah kesehatan krena cepat dan mendapatkan solusi.
donna hermawati,5,2019-04-29 00:10:33,"sangat membantu, pelayanan cpt n memuaskan"
Noldi Mahmud,5,2019-04-29 00:09:52,sangat puas dgn aplikasinya dokternya juga bnyk jdi bingung plih yg mna
Nindyas Septantina,5,2019-04-28 23:24:11,sangat membantu sekali. saran dan rekomendasi obat dari dokternya sangat membntu sekali dalam keadaan darurat
Artika winata,5,2019-04-28 14:04:57,"sangat puas dan sangat membantu,semoga sukses terus halodoc😇"
Diana Helvy Putri,5,2019-04-28 12:01:21,"bagus, sangat membantu kalo kt ada pertanyaan atau utk second opinion pas ud ke dokter... 👍"
manis gendro,5,2019-04-28 07:49:53,"sangat membantu kami ttg kondisi kesehatan sehari². krn kalo datang ke dokter spesial, kalo qt tidak nyrocos ya tidak dpt penjelasan"
Ananda Putri Alifya,5,2019-04-28 01:27:45,"Alhamdulillah dokternya menanggapi pertanyaan dengan cepat, penjelasan yang sangat membantu dan pemberian resep obat. Serta tanpa dipungut biaya, itu sangat membantu pelajar sma seperti saya."
Dwi Utomo,4,2019-04-27 15:25:17,"4 dulu dech, kalo tambah bagus tambah 1 lg bintang nya, kesan pertamanya bagus, sangat membantu, fast respon juga."
story life,5,2019-04-27 14:22:06,kepada siapapun yg berinisiatif membuat aplikask ini saya sangat berterima kasih banyak.karena sudah bnyak menolong dan meringankan beban penyakit org disekeliling saya
herlina wati,5,2019-04-27 13:35:04,"layananya baik dan sangat detail, saya suka"
Eko Supriyanto,5,2019-04-27 10:58:04,"aplikasi sangat membantu jd tdk harus berlama2 antri obat di RS , tolong di tambah conter2 halodok di seluruh rumah sakit . 👍🏻👍🏻👍🏻👍🏻👍🏻"
Aji Abdul Azis,5,2019-04-27 08:52:23,Sangat membantu informasi soal kesehatan. Dan terimakasih halodoc atas respon yg cepat
Handhaka Wishnuwardhana,5,2019-04-27 08:47:14,cepat dan tanggap
U.F AloeVera996,1,2019-04-27 08:28:44,kalo gak mau nyesel jangan download deh😂😂 buat kamu yang pengen download ini karena liat iklan di Instagram sebaiknya jangan download gak seindah di ig kok. ngabisin kuotamu aja. ok ini pengalaman pribadi yaa😂
Melky Doddy,1,2019-04-26 17:22:43,parah halodoc 3 x saya dicancel sama driver dengan alasan kalau bayar pakai saldo point nya kecil dicancel aja.orang lagi sakit malah bertele-tele pesanan obatnya.
Rizal Astrod,5,2019-04-26 16:08:05,"Alhamdulillah akhirnya ada solusi untuk lamanya mengantri obat, terima kasih Halodoc, aplikasi yang inspiratif"
rumah jahit Tere,5,2019-04-26 14:50:06,luar biasa... ramah dan menjawab dengan baik.. thanks dok
YOSEP AGUS SUPRIATNO,5,2019-04-26 14:04:47,mantap sekali ini Aplikasi..kita bisa kondultasi kesehatan dan mendapatkan informasi yg akurat. Trims Halodoc
Uciztt Suci Rachmawati,5,2019-04-26 11:48:28,sangat membantu sekali.. terimakasih Halodoc.. terlebih lagi sy menemukan dokter SP.THT yg menangani keluhan saya selama ini..
Pablo Sunarno,5,2019-04-26 10:46:58,"pelayanan ya cepat,,ramah,,service memuaskan,,pengiriman ya oke,,"
Bintang Tampubolon,5,2019-04-26 08:59:58,"sangat bermanfaat, sebagai saran : untuk all Dokter Umum dan Spesialis kiranya selalu online paling tidak beberapa di setiap waktu. namun untungnya ada pemberitahuan bila sudah online. terimakasih Halodoc"
Rano Kalestian,5,2019-04-26 06:49:18,Pengalaman belanja obat pertama kali. dan ternyata mudah dan murah... mantab.
roker go,1,2019-04-26 06:48:50,"penggunaan pembayaran digital memang membantu , tp jangan dihapus pembayaran tunai... ( TAPI DITAMBAHKAN MENU PEMBAYARAN DIGITAL DAN PEMBAYARAN YG TUNAI ) BERKEMBANG KOK MALAH MENGGURANGI YG ADA... PENGEMBANGAN YG BEGO.. GAK SEMUA ORANG YG NGERTI PEMBAYARAN DIGITAL APA LAGI ORANG TUA.. KECUALI MEMANG DARI AWAL NYA ELU GAK BUAT TUNAI GAK APA2 JUGA, GAK BAKALAN ADA YG PROTES, INI KOK MALAH JADI GAK FLEKSIBEL..."
Ade Leny Darta,5,2019-04-26 05:27:36,Baguuus alhamdulillah ada aplikasi yang hebat seperti ini.. sukses selalu ya
Rinne Sulistya,5,2019-04-26 02:16:22,luar biasa ada aplikasi ini penguna sangat terbantu
reza gustiranda,2,2019-04-26 02:05:42,bagus cuma kenapa harus pake gopay atau saldo halodoc bayarnya
Ilyasa Arvian,4,2019-04-26 01:59:20,dokter nyaa baik .. untuk pertama kali coba lumayan memuaskan
Devita Devita,5,2019-04-25 17:06:54,"sukses halodoc .. sangat bermanfaat dan praktis sekali, dokternya pun ramah ❤❤❤"
gula madu,5,2019-04-25 15:40:11,suka dan puas dengan pelayanan nya
Agung Pras,5,2019-04-25 14:47:16,"pengiriman cukup bagus,hanya respon nya lebih baik lagi jangan tunggu ada komplain barang baru dikirim,ingat ini obat sangat penting buat pasien jadi lebih ditingkatkan kinerjanya yg sudah baik ini,,,,"
piepit caem,5,2019-04-25 12:07:06,sy puas berkonsultasi melalui aplikasi halodoc ini.. terima kasih
Yadi Muliya,4,2019-04-25 11:52:58,"Aplikasinya menyenangkan sekali, dokternya ramah dan baik."
Sekar Widyaningsih Suyudi,5,2019-04-25 10:42:58,"Aplikasi nya oke, pesennya juga gampang, ditambah lagi cepet,,"
Arief Budiharto,2,2019-04-25 10:21:15,sebenernya sangat membantu aplikasi ini. tapi sayang sekarang sudah tidak bisa cod lagi. sebenernya saya pelanggan tetap. tapi sekarang jadi jarang beli karena h arus gopay dll..
M. Andri Wijaya,4,2019-04-25 10:10:43,respon dokter nya bagus.. tapi masih ragu utk saran pembelian obatnya karena kalau ada kesalahan pada obat tidak tau harus minta tanggung jawab kemana
Azmil Romania,5,2019-04-25 07:28:06,trims ya halodoc.sangat membantu penerimaan obat.daripada nunggu lamaaaaaa di rs.tp saran sih.jangkauannya diperluas dong sampe kabupaten.gk papa walau ada ongkir.
Wahyu Tri Muhammad,5,2019-04-25 07:05:01,"ud ga harus ngantri obat, pengiriman cepat dan sesuai resep dokter pula,,semoga berkah trus yah dan gratis trus utk pengiriman nya,mksh"
Wulandari Henri,3,2019-04-25 05:59:11,"setelah di update metode bayar ditempat tidak ada, kecewa"
tende,4,2019-04-25 02:06:09,"konsultasi langsung dengan dokter, mudah, cepat, dan membantu"
Maria Budi Astuti,5,2019-04-25 01:47:53,"Trimakasih Halodoc sangat membantu sekali,dan cepat sampai ketujuan...tdk tunggu lama2."
Hasanharis Nussy,4,2019-04-24 16:43:36,"terimakasih halodoc atas saran dan masukan saya terima, untuk itu daya sangat berterima kasih buat para bapak ibu dokter yang ada"
farah shabrina,5,2019-04-24 15:50:10,sangaaaat membantu saat saya dan keluarga sakit. gratis ongkir dan harga yang murah. thank youuuu halodoc
Ratna Kumari,5,2019-04-24 12:08:35,berguna dan bermanfaat. doketernya ramah dan balas nya cepat
Novi Permatasari,4,2019-04-24 07:47:26,sukaaa sams aplikasinya. dokternya dapat yg ramaah. makasih y uda buat aplikasi ini. konsultasi jd mudah😍
Delly 0910,5,2019-04-24 05:27:30,Aplikasi ini wajib dikasih rating tinggi. Karena dokternya bisa melayani degan baik pasiennya. Dan memberikan solusi yg bagus. Dan perlu kalian ingat kalian harus wajib mendownload nihh aplikasi. Karna sangat berguna sekali bagi masyarakat yang mengalami berbagai penyakit. Sekian dari saya. Jika ada salah saya mohon maaf. Terima kasih untuk semuanya☺️😀😁
Mitha Midarwati,5,2019-04-24 03:43:21,"sangat membantu, namun ada beberapa dokter yg lama membalas sehingga sesi habis dan jawabn kurang memuaskan."
Hanis Wati,5,2019-04-24 02:27:02,dokternya baik dan penjelasan sangat sangat jelas. terimakasih halodoc
Destiny One,4,2019-04-24 00:43:48,"bagus, pengiriman cepat namun petunjuk penggunaan obat hanya bisa dilihat 1 dari 5 obat"
Marzis Hardianto,5,2019-04-23 15:25:24,sangat membantu dan tidak lama menunggu resep ya...biasanya melelahkan.
Wiki Mandranitiya,5,2019-04-23 12:46:59,Terima kasih aplikasi Halodoc. Sangat membantu dan menghemat waktu. Suka sekali. Next akan komsultasi lagi. Terima Kasih
Sri Mulyani,1,2019-04-23 09:15:57,knapa.. aplikasi nya tau2 g bisa dipake kaya ke blokir gt. sy tlp ke cs nya.. sangat g membantu sekali.
suhartono risal,5,2019-04-23 05:45:09,Sangat terbantu dengan adanya aplikasi ini.. Obat di antar gratis sampai dirumah dan tanpa menunggu lama antrian di loket obat. Terima Kasih Halodoc😍😍😍
Resky Ramadhanti,5,2019-04-23 05:39:39,Sangat membantu untuk membeli. Pengirimannya juga sangat cepat.
Umi Wasiatul Hasanah,5,2019-04-23 04:22:05,"dengan aplikasi ini saya merasa puas,,, dengan semua jawaban dan saran yg dokter berikan. sehat selalu dok🙏"
Astika Maullina Pauji Astuti,4,2019-04-23 04:14:16,"membantu sekali, terimakasih untuk para dokter yg sudah mau membantu memberikan informasi."
Endang Sugiharti,5,2019-04-23 02:43:06,sangat puas..mudah untuk mendapt informasi..sangat bermanfaat..trimakasih dokter
Mulya Works,5,2019-04-23 02:22:33,"sangat membantu, tapi ada satu kendala, saat pesanan obat lebih dari satu, ternyata salah satu obatnya kosong/habis, obat tersebut tidak bisa dibatalkan harus cancel semua pesanan. kasihan drivernya sudah tiba di apotek. kadang terpaksa terima konfirmasi obat paten lain sesuai harga apotek"
Maulvi Nazir,5,2019-04-22 16:31:05,Pelayanan cepet banget. Awalnya ragu karena lokasi apotek yg berada di Bojonggede sedangkan lokasi saya di Bogor Kota (20km). Tapi ternyata tidak sampai 45 menit (termasuk pengiriman 35menit) susah sampai di tangan saya. Driver juga ramah banget. Kemasan juga bagus dan aman. sukses terua halodoc
El Sahar,3,2019-04-22 13:29:53,Applikasinya sangat membantu. dokter dokternya juga sangat ramah dan cepat respond nya. love itu. thank u Haldoc
cici annie,5,2019-04-22 11:15:09,sangat membantu... cm pengetahuan dokter mengenai obat terbatas... sy tanya ttg obat justru sy tau obat itu dari dokter... tp dokter yg ini ga tau obat tersebut.. kan aneh... tp sdh lah.. untuk aplikasi sangat bagus
Firman Youran,5,2019-04-22 10:32:28,"respon dokter cepat dan diagnosa yang di berikan sesuai dengan masalah yang di utarakan serta solusi nya ada, terima kasih halodoc"
Andari Muslimah,5,2019-04-22 09:24:36,baru coba 1 dokter spesialis kandungan. seneng dokternya baik dan menjelaskan terperinci...
Agustian Fariadi,5,2019-04-22 09:11:38,Keren...Cepet sekali dalam konsultasi nya Wajib Ada nich di gadget keluargaku semua 😊😊😊
Eva vava,4,2019-04-22 08:21:23,"cukup membantu doktrnya ramah, mski slow respon, mngkin krna bnyak pasien jga"
Mang Tolas,5,2019-04-22 07:25:17,"sangat membantu dan memuaskan pelayanannya, terima kasih banya halodoc"
Risda Yanti,4,2019-04-22 04:20:40,"Sangat membantu.. Ditangani oleh orang2 yang kompeten, sehingga tidak diragukan lagi"
Kiki Indah,4,2019-04-22 03:22:37,baru mencoba dan baru saja selesai konsultasi dengan docter. sangat membantu❤
Anisa Icha,3,2019-04-22 03:03:07,"udah lama saya suka aplikasi Halodoc dan sy suruh saudara dan tmn2 saya utk download,,dok gratiss,jelas dan ramah sera meberikan resep obat,hanya sekarang berkendala tidak bisa COD atau bayar ditempat..tlg dimudahkan seperti dahulu lagi..trmksh,sy akan kasih 🌟 🌟 🌟 🌟 🌟 jika sudah bisa cod lagi.."
yusrida hani,4,2019-04-22 02:36:24,"dokternya detil sekali menjelaskan, dan sangat jelas"
antara ajus,5,2019-04-22 01:25:26,good.. klo bisa waktunya diperpanjang menjadi 1 jam persesi.
Dheavita Situmorang,2,2019-04-21 22:45:27,"Pembayaran tidak bisa langsung... Harus menggunakan saldo halodoc, gopay dan virtual acount... dlu bisa skrg kok tidak... Sekarang jauh lebih merepotkan jika ada keadaan yg sgt mendesak dalam proses pembelian obat bagaimana?? tolong ditanggapi"
Rachma Oktaviani,5,2019-04-21 08:42:42,Good experience... dokternya ramah dan nggak bikin panik.. Untuk pengalaman gratisan sih oke kalo mepet nggak bsa k RS bisa jadi andalan ni apk
Isti Qomah,3,2019-04-21 03:59:13,Sangat membantu sekali. tapi sayang sudah tidak bisa COD. saya berharap untuk COD diadakan lagi agar mempermudah pembayaran disaat saldo gopay tidak ada 🙏
ras tiwan,5,2019-04-20 15:52:02,"saya suka aplikasi ini,,bermanfaat bagi saya dan semua org..terimakasih halodoc tingkatkan terus pelayanannya."
Ade Ruslan,5,2019-04-20 14:34:24,"Aplikasi ini benar benar benar sangat membantu banget, apalagi kalau sedang tidak sempat pergi ke dokter yang diinginkan terima kasih Halodoc"
Tiaraa Malik,5,2019-04-20 14:21:16,gak sia2 saya beli paket internet hanya untuk download aplikasi ini.. sangat bermanfaat semoga tuhan membalas kebaikan para dokter sertaaa yang membuat aplikasi ini...
dede kusna,5,2019-04-20 11:17:56,"selalu tepat, baik obat maupun pengiriman nya."
Naura dan Naila,5,2019-04-20 10:14:28,sangat membantu untuk sesi konsultasinya
Dimas Prabowo,5,2019-04-20 00:26:55,sangat baik karna tepat dlm memberikan solusi dan keramahannya
Rifdah Ananda B,5,2019-04-19 15:38:04,Aplikasi ini benar - benar membantu saya. Kalopun diharuskan membayar saya tidak keberatan karena dokter disini sangat membantu.
Aimey Nur alya,5,2019-04-19 13:59:59,Good.. Sangat membantu sekali... Dokter nya ramah... Ga rugi download aplikasi ini.. Gratis pula konsultasi nya... Terima kasih Halodoc.. Syuka dech... 💐💐💐
Oppo Ae,5,2019-04-19 10:58:36,"sangat sangat membantu , tidak perlu lagi antri nunggu obat karena adanya jasa antar obat , bisa konsultasi ke dokter yang ramah dan profesional , terima kasih halodoc"
Fandy Kusuma,5,2019-04-19 08:58:00,sangat membantu. intinya untuk pencegahan awal. tetap jika sakit berlanjut datanglah secara real ke dokter. terimakasih halodoc.
Adonara Oktaningtias,5,2019-04-19 06:38:02,Dokternya baik banget.. Trus bisa chit chat apa ajaaaa dan ngasih solusi. Be the best always..
Aina Hayati,5,2019-04-19 03:40:45,"saya merasa sangat puas dengan aplikasi halodoc, saya merasa sangat terbantu dengan halodoc karna bisa berkonsuktasi dengan dokter walau dalam kondisi sibuk, terimakasih halodoc sukses terus berikan terus yg terbaik dan bermanfaat utk smua orang."
devi Anchor,5,2019-04-18 14:50:03,terima kasih halodoc.. aplikasi ini sangat membantu disaat anak sakit terutama di tengah malam
Aan Andri,5,2019-04-18 13:17:08,"Aplikasi yang bermanfaat banget,, bisa tanya2 seputar medis, keluhan, dll. Meskipun waktunya di batasi, ya alhamdulillah bermanfaat. Terima kasih Halodoc! Semoga semakin maju dan semakin memuaskan para penggunanya, aamiin.. 😊"
Viny Olivia,4,2019-04-18 10:55:05,"puas sekali,.dokter²nya ramah²😊 ini sangat membantu untuk yang mau konsultasi. penyakit apapunn. 👍👍👍"
rizky saputra,5,2019-04-18 09:00:43,aplikasi yg sangat membantu dan fast respont.
Ool Kholifah,5,2019-04-18 08:41:31,docternya fast respon trus penjelasannya detail
Budi Prasetio,5,2019-04-18 06:47:39,"sangat membantu, cuma minta ditambah aja dokter yang free(tidak berbayar), terima kasih"
Wahyu Bukhori,5,2019-04-17 14:03:48,"sangat baik, saya senang dengan pelayanan dokter di holodoc. cepat dalam menyimpulkan apa yang sedang di rasakan, dapat resep obat, jadi untuk daerah yang tidak terjangkau rumah sakit tak perlu repot."
Ardi yanto,5,2019-04-17 07:29:58,mantep. pesanan di respon cepat. dan tidak ada perbedaan harga. go send gratis via goojek. mantap banget
Fanya Fhano,1,2019-04-17 04:26:47,ko jadi mengecewakan yaa.. dulu bisa COD sekrng harus bayar pke gopay atw card..kan namanya juga kadang klo anak sakit kita gak bisa keluar rumah dan gak slalu ada saldo gopay!! maap ya uninstal..
reina ghfhy,5,2019-04-17 03:03:10,sangat sangat membantu..dokternya ramah...terimakasih untuk semua para dokter yang tergabung di halodoc
elisiana 99,5,2019-04-16 23:33:47,bagus bgt. respon nya baik. sangat membantu untuk mengatasi keluhan saya.
ali bandi,4,2019-04-16 14:13:16,"tidak perlu antri diapotik lagi,hanya agak lambat pengantaran ny"
Herman Sumantri,5,2019-04-16 13:04:06,"mantap sekali. sangat membantu sekali. gak perlu nunggu lama lama nebus obat di RS. biasanya klo ditunggu bisa berjam2. ini tinggal nunggu di rumah, brg diantar gratissss dan cepattt sekali 😍. terima kasih halodoc😍"
IGB Putu Gede Oka,5,2019-04-16 12:21:27,simple dan sangat membantu
Indah Nur Sitoresmi,3,2019-04-16 09:49:33,"ga sesuai info, katanya 1 jam sampai lokasi,, tp kok 4 jam lewat baru sampai.. knapa ya??"
Sylvi Devi,5,2019-04-16 08:00:42,"bagus bgt app, repon cepat bgt dan informasi sangat detail.. i love it 😍"
Merry Hadi,5,2019-04-16 07:53:59,"wahhh bagus bget n sngat terbantu utk sy yg lg hamil n lg sakit,respon dokterny jg sangat cpt d balas trims dr.febrie,top deh"
cita 02,5,2019-04-16 06:07:58,konsultasi dg dokternya enak bgt.. dan 0embelian obatnya pun cepat sampai.. terima kasih halodoc sgt membantu kami
Ning Priyamboddo,4,2019-04-16 05:49:39,layanan yg sangat membantu& memudahkan👌
Yosef Trenggono,5,2019-04-16 02:32:26,Sangat membantu kita ketika kita punya mslh kesehatan shg kita bs mendapat kepastian dng kondisi kesehatan kita..👍👍
Mobile Legends,4,2019-04-16 00:53:54,"ap ini bagus, percakapan nya jg sngat membantu, dokterny jg berpengalaman khususan trimakasih untuk(dr. dedy). cm waktu ny yg singkat"
afhariman fattah,3,2019-04-16 00:11:31,"kalau periksa ujung2nya selalu di suruh periksa ke dokter langsung, kadang dokternya gak kasih solusi apa2."
A. Irfan,5,2019-04-15 15:36:25,"terimakasih Halodoc, sangat membantu banget disaat kita belum bisa berobat RS,.terimakasih pelayanannya dan responnya pun sangat cepat."
Rr. Dantya Farah Fortuna,5,2019-04-15 10:24:19,aplikasi yang sangat memudahkan utk beli obat waktu sakit. sayangnya metode pembayaran masih sangat sedikit. semoga di kemudian hari cara pembayarannya bertambah yaa
- Tamara Juwita -,5,2019-04-15 06:07:56,"sangat membantu dan prosesny cepat,thanks halodoc"
Pudji Rahayu,5,2019-04-15 03:36:55,"Suka sekali sama aplikasi ini, di saat perut nyeri, lagi di luar kota, ga memungkinkan ninggal 2 bayi di hotel buat periksa antri ke dokter, halodoc memungkinkan untuk tetap berkonsultasi ke dokter dimanapun, kapanpun."
Gaby Gabriela Bosch,4,2019-04-14 23:49:35,"tadinyaa suka bgt sm aplikasi ini 100% MEMBANTU, krn bisa beli obat tanpa bayar parkir, tanpa keluar rumah, tanpa cari apotek dan BAYAR DIRUMAH. tapi kayanya bintang 4 aja , karena skrg GA BISA BAYAR TUNAI DIRUMAH. Sangat mengurangi persentase dari keunggulannya. menurut saya bayar cash dirumah sangat membantu orang²yang ga menggunakan mobile banking. karena kl misalnya hrs isi gopay tp gpnya mobile banking, ujung²nya isi saldo gopay ke minimarket , mending sekalian ke apotek toh ud keluar rmh"
rachmat hidayat,4,2019-04-14 23:48:32,"pelayanannya bagus, responnya jg cepat. semoga semua dokter di app ini memberikan pelayanan yg bagus dan respon yg cepat untuk pasien."
NRovalina,5,2019-04-14 23:26:08,"aplikasi ini sangat membantu karna tidak perlu antri panjang di rs tp sudah bs berkonsultasi dengan dokter, tapi sayang isi saldo tdk ada pilihan Alfamart/Indomaret, atau pilihan bank yg bermacam2 jadi agak susah kalau mau isi saldo dompet.. harap ditambah kan pilihan pembayaran nya 🙏 trimakasih"
Sekar aroem wigatiningtyas,5,2019-04-14 23:20:51,respon dokter sangat cepat.. ga perlu ke RS.. sangat membantu...
Silvia Kardena,4,2019-04-14 15:02:34,"aplikasinya bagus dan sangat membantu. tapi utk menebus obat yg diresepkan dokter, sepertinya masih tidak bisa dinikmati oleh luar daerah jabodetabek. alangkah baiknya jika area layanan nya juga tersebar di seluruh wilayah indonesia. trimakasih halodoc, sangat2 membantu sekali"
Melodias Mauliddinnur,5,2019-04-14 15:02:10,"Baru coba apk ini...membantu sekali,,recommended,tp utk pembayaran tidak bisa tunai...sayang sekali klo buat sy yg tidak ada kartu kredit ato gopay dan tidak bisa kluar rumah krn sesuatu hal dan sy tidak bisa membayar obat yg sudah diresepkan krn hanya tersedia isi saldo halodoc dan credit card saja... saya coba pke debit sy transaksi selalu gagal...tolong ulasan sy di pertimbangkan agak memudahkan pasien saat transaksi.Trimakasih banyak Halodoc 👍👍"
Masang Turusi,4,2019-04-14 14:44:51,respon yg cepat dan baik walaoun belum kelar karna waktunya habis😊
Nur Jameela,5,2019-04-14 13:57:56,"cucok banget,, jadinya bisa tanya dulu ke dokternya buat meyakinkan,, tentang kecemasan yg lg dialami,, sebelum ketemu langsung dengan dokter praktek,,alhamdulillah ternyata ga perlu ke RS buat ketemu dokter praktek,, karna ternyata ga ada masalah.. terima kasih halodoc 😘"
Fikri,4,2019-04-14 06:39:10,dokter nya ramah dan cukup memberikan jelasan memberikan tentang kesehatan dan penyakit
Rachmad adie Adie,5,2019-04-14 05:05:18,"sangat membantu dalam penanggulangan awal, respon cepat"
Marzuki 08,5,2019-04-14 01:34:56,"Bagus aplikasinya, sangat membantu buat yang mau konsultasi atau bertanya tentang kesehatan. Keren 👍👍👍"
Toni Ariawan,5,2019-04-13 17:11:29,"pertama kali saya gunakan aplikasi ini dan konsultasi gratis dengan dokter rininta di bidang dokter umum, saya sangat terbantu, sukses selalu halodoc supaya bisa membantu banyak orang"
Enifebry Restiani,5,2019-04-13 15:59:21,oke banget .. jd lebih mudah kalo mau pesen obat gak perlu ke apotek
Citra Ayu Puspitasari,5,2019-04-13 15:59:01,Saya sangat senang dan sangat terbantu. Semoga Halodoc semakin sukses dalam memberikan saran dan konsultasi yang bagus dan memuaskan.
Carin Rania,5,2019-04-13 14:10:24,"membantu sekali , pas lg ga sanggup berdiri untuk k dokter"
Hafid Priyanto,1,2019-04-13 13:13:07,saya kecewa dg karyawan halodoc yg di rumah sakit semen gresik..saya sebagai driver gojek yg sehari2 menerima order halodoc sering diberi order dg alamat kirim yg tidak sesuai dg yg diinput di aplikasi gosend..alhasil saya sangat dirugikan dg hal itu krn selain menyita waktu & tenaga jg hal itu sangat meremehkan tanggungjawab pekerjaan krn faktanya saya sering complain tp tdk tnggjwab knp input data alamat pasien keliru bahkan lebih parah lg sampe salah desa yg ditulis hingga 2 km lebih jaraknya
Oiiguun,4,2019-04-13 12:38:58,"sedikit kecewa untuk fitur pembayaran beli obat di apotek. versi sebelumnya bisa bayar tunai, sekarang udah gk bisa. sorry -1 untuk bintangnya."
Ahmad Bima Fauzi,5,2019-04-13 12:28:37,"Dokter sangat fast respon dan informatif, semua ditanyakan dari hal kecil sampai ke detail detailnya, sangat rekomended"
Julf 2788,3,2019-04-13 12:09:43,hai halo doc knp aplikasi sy skrg tdk bs bayar ditempat ya? sy ingin membeli ibat untuk ortu saya dan uang nya di rmh. sistem pembayaran harus menggunakan gopay atau CC sy kebetulan tdk memilikinya.
felix trisna,5,2019-04-13 09:57:10,"Pelayanan nya sangat baik, dan terus ditingkatkan keseluruh rumah sakit. Semangat. Tuhan berkati"
Yuan Ibra,5,2019-04-13 09:35:29,"sangat membantu, sayangnya kita tidak tau nama apotik penyedia obat, mungkin nanti ada fitur untuk rate driver juga. dan alasan pembatalan belanja juga ditambahkan seperti harga, obat kosong atau berbeda ( paten dan generik). juga terkadang ada driver yang tidak bersedia mengantar hingga kita terpaksa cancel berulang."
Chicie nurul,5,2019-04-13 09:32:25,wooow... terbantu bgt apl halodoc ini..pas bgt babyku lg urgent obat nya lgsng di proses semuanya ..fast respon jg n kurir ojolnya jg cpt ...tq ya semuanya 😍😘😘😘
Hadi Winata,1,2019-04-13 06:17:16,dulu emang bagus aplikasi ini sangat membantu tp sekarang ribet dan gabisa pesan obat bayar cash
Nur Lela,5,2019-04-13 04:56:22,"terimakasih telah memudahkan saya dalam membeli obat, dan konsultasi ke doktek lebih mudah"
05 / Aufar Rizky Alfathan,1,2019-04-12 16:54:45,"produk kosong semua, karena layanannya hanya tersedia di kota kota besar"
Yulia Fitri,5,2019-04-12 14:48:28,"halodoc sangat membantu, tidak perlu lagi menunggu lama obat terutama racikan.tinggal tunggu dirumah obat sampai.terima kasih halodoc"
The Blues,5,2019-04-12 14:33:15,sangat membantu sekali. lebih mudah untuk menanyakannya...saya kasih 5 bintang
Syaiful Amin,4,2019-04-12 14:08:39,sangat membantu dan praktis. pertahankan !
Fahri irawan,5,2019-04-12 13:32:15,"mudah, cepat, praktis, efektif, tidak memakan waktu"
