userName,score,at,content,cleaned_content,cleaning_data,stopword_comment,Normalization,Remove_noise
syahla dhiya cuttiara,1,2022-03-16 08:36:48,"Tolong yah . saya pakai aplikasi ini untuk memudahkan kami yg jauh dari apotik / di apotik dekat rumah kami gak ada obatnya . hallodoc harusnya lebih cepat kirim obat. Ini sama kaya kirim barang ! Orang sakit butuh obat secepatnya bukannya nunggu. Gak rekomend buat beli obat di sini . pengirimannya lama . di samakan kaya kirim barang . kapok beli di sini ! Udh minta cancel tapi gak di respon"" ! . BALIKIN DUIT SAYA . SECEPATNYA !","tolong yah . saya pakai aplikasi ini untuk memudahkan kami yg jauh dari apotik / di apotik dekat rumah kami gak ada obatnya . hallodoc harusnya lebih cepat kirim obat. ini sama kaya kirim barang ! orang sakit butuh obat secepatnya bukannya nunggu. gak rekomend buat beli obat di sini . pengirimannya lama . di samakan kaya kirim barang . kapok beli di sini ! udh minta cancel tapi gak di respon"" ! . balikin duit saya . secepatnya !",tolong yah   saya pakai aplikasi ini untuk memudahkan kami yg jauh dari apotik   di apotik dekat rumah kami gak ada obatnya   hallodoc harusnya lebih cepat kirim obat  ini sama kaya kirim barang   orang sakit butuh obat secepatnya bukannya nunggu  gak rekomend buat beli obat di sini   pengirimannya lama   di samakan kaya kirim barang   kapok beli di sini   udh minta cancel tapi gak di respon      balikin duit saya   secepatnya  ,tolong yah saya pakai aplikasi ini untuk memudahkan kami yg jauh dari apotik di apotik dekat rumah kami gak ada obatnya halodoc harusnya lebih cepat kirim obat ini sama kaya kirim barang orang sakit butuh obat secepatnya bukanya nungu gak rekomend buat beli obat di sini pengirimanya lama di samakan kaya kirim barang kapok beli di sini udh minta cancel tapi gak di respon balikin duit saya secepatnya ,tolong yah saya pakai aplikasi ini untuk memudahkan kami yang jauh dari apotik di apotik dekat rumah kami tidak ada obatnya halodoc harusnya lebih cepat kirim obat ini sama kaya kirim barang orang sakit butuh obat secepatnya bukanya nungu tidak rekomend buat beli obat di sini pengirimanya lama di samakan kaya kirim barang kapok beli di sini sudah minta cancel tapi tidak di respon balikin uang saya secepatnya,tolong yah saya pakai aplikasi ini untuk memudahkan kami yang jauh dari apotik di apotik dekat rumah kami tidak ada obatnya halodoc harusnya lebih cepat kirim obat ini sama kaya kirim barang orang sakit butuh obat secepatnya bukanya nungu tidak rekomend buat beli obat di sini pengirimanya lama di samakan kaya kirim barang kapok beli di sini sudah minta cancel tapi tidak di respon balikin uang saya secepatnya
Jhodie Prasetyo,5,2022-03-16 08:15:01,Sangat membantu sekali aplikasi ini di kalangan semua masyarakat. Lebih efisien dalam segi waktu 👍,sangat membantu sekali aplikasi ini di kalangan semua masyarakat. lebih efisien dalam segi waktu 👍,sangat membantu sekali aplikasi ini di kalangan semua masyarakat  lebih efisien dalam segi waktu  ,sangat membantu sekali aplikasi ini di kalangan semua masyarakat lebih efisien dalam segi waktu ,sangat membantu sekali aplikasi ini di kalangan semua masyarakat lebih efisien dalam segi waktu,sangat membantu sekali aplikasi ini di kalangan semua masyarakat lebih efisien dalam segi waktu
Anugrah Indryani,5,2022-03-16 07:04:42,Aplikasi cukup membantu,aplikasi cukup membantu,aplikasi cukup membantu,aplikasi cukup membantu,aplikasi cukup membantu,aplikasi cukup membantu
Sarah Sherly,5,2022-03-16 06:59:18,Saya sangat terbantu dengan adanya aplikasi hallodoc.dokter2nya sangat rama dan baek serta jelas sekali menjelaskan segala yg saya kelukan.dan murah jg biaya kunsultasinya.pokoknya hallodoc luarbiasa membantu.trimaksih hallodoc🙏🙏🙏🙏🙏,saya sangat terbantu dengan adanya aplikasi hallodoc.dokter2nya sangat rama dan baek serta jelas sekali menjelaskan segala yg saya kelukan.dan murah jg biaya kunsultasinya.pokoknya hallodoc luarbiasa membantu.trimaksih hallodoc🙏🙏🙏🙏🙏,saya sangat terbantu dengan adanya aplikasi hallodoc dokternya sangat rama dan baek serta jelas sekali menjelaskan segala yg saya kelukan dan murah jg biaya kunsultasinya pokoknya hallodoc luarbiasa membantu trimaksih hallodoc     ,saya sangat terbantu dengan adanya aplikasi halodoc dokternya sangat rama dan baek serta jelas sekali menjelaskan segala yg saya kelukan dan murah jg biaya kunsultasinya pokoknya halodoc luarbiasa membantu trimaksih halodoc ,saya sangat terbantu dengan adanya aplikasi halodoc dokternya sangat rama dan baek serta jelas sekali menjelaskan segala yang saya kelukan dan murah juga biaya kunsultasinya pokoknya halodoc luarbiasa membantu trimaksih halodoc,saya sangat terbantu dengan adanya aplikasi halodoc dokternya sangat rama dan baek serta jelas sekali menjelaskan segala yang saya kelukan dan murah juga biaya kunsultasinya pokoknya halodoc luarbiasa membantu trimaksih halodoc
melyza syarif,5,2022-03-16 06:36:14,"Dokternya gercep banget, lebih gercep dr gebetan pas pdkt. Pokoknya de best","dokternya gercep banget, lebih gercep dr gebetan pas pdkt. pokoknya de best",dokternya gercep banget  lebih gercep dr gebetan pas pdkt  pokoknya de best,dokternya gercep banget lebih gercep dr gebetan pas pdkt pokoknya de best,dokternya gercep banget lebih gercep dari orang yang disuka pas pdkt pokoknya adik best,dokternya gercep banget lebih gercep dari orang yang disuka pokoknya adik best
Fahmi Izzuddin,5,2022-03-16 05:09:46,"Sejauh ini, bagus.","sejauh ini, bagus.",sejauh ini  bagus ,sejauh ini bagus ,sejauh ini bagus,sejauh ini bagus
Jimin Android,5,2022-03-16 04:06:10,"Solusi tepat, konsultasi dokter dimana saja dan kapan saja","solusi tepat, konsultasi dokter dimana saja dan kapan saja",solusi tepat  konsultasi dokter dimana saja dan kapan saja,solusi tepat konsultasi dokter dimana saja dan kapan saja,solusi tepat konsultasi dokter dimana saja dan kapan saja,solusi tepat konsultasi dokter dimana saja dan kapan saja
Muhamad Nur Syahadat,5,2022-03-16 03:34:50,"Udah bagus dan membantu, tapi tolong untuk chat dokter umum nya di kasih gratis kaya dulu. Terimakasih","udah bagus dan membantu, tapi tolong untuk chat dokter umum nya di kasih gratis kaya dulu. terimakasih",udah bagus dan membantu  tapi tolong untuk chat dokter umum nya di kasih gratis kaya dulu  terimakasih,udah bagus dan membantu tapi tolong untuk chat dokter umum nya di kasih gratis kaya dulu terimakasih,sudah bagus dan membantu tapi tolong untuk chat dokter umum nya di kasih gratis kaya dulu terimakasih,sudah bagus dan membantu tapi tolong untuk chat dokter umum di kasih gratis kaya dulu terimakasih
Mely Ameyliani,5,2022-03-15 18:24:49,"Sangat terbantu sekali adanya aplikasi ini, disaat keadaan tidak terlalu darurat tp tidak tertahankan di jam kritis orang tidur.. Terima kasih halodoc","sangat terbantu sekali adanya aplikasi ini, disaat keadaan tidak terlalu darurat tp tidak tertahankan di jam kritis orang tidur.. terima kasih halodoc",sangat terbantu sekali adanya aplikasi ini  disaat keadaan tidak terlalu darurat tp tidak tertahankan di jam kritis orang tidur   terima kasih halodoc,sangat terbantu sekali adanya aplikasi ini disat keadan tidak terlalu darurat tp tidak tertahankan di jam kritis orang tidur terima kasih halodoc,sangat terbantu sekali adanya aplikasi ini disat keadan tidak terlalu darurat tapi tidak tertahankan di jam kritis orang tidur terima kasih halodoc,sangat terbantu sekali adanya aplikasi ini disat keadan tidak terlalu darurat tapi tidak tertahankan di kritis orang tidur terima kasih halodoc
Nadinda Emilia,5,2022-03-15 13:58:20,Pelayanan memuaskan,pelayanan memuaskan,pelayanan memuaskan,pelayanan memuaskan,pelayanan memuaskan,pelayanan memuaskan
Hernan Adipura,5,2022-03-15 13:40:25,"Sangat membantu sekali, good","sangat membantu sekali, good",sangat membantu sekali  good,sangat membantu sekali god,sangat membantu sekali god,sangat membantu sekali god
Aldila Choirunnisa,5,2022-03-15 13:37:34,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Angga Sudewa,5,2022-03-15 12:45:42,Sanahat membantu untuk pemesanan obat..trimakasi Halodoc dan driver 🙏🏻,sanahat membantu untuk pemesanan obat..trimakasi halodoc dan driver 🙏🏻,sanahat membantu untuk pemesanan obat  trimakasi halodoc dan driver   ,sanahat membantu untuk pemesanan obat trimakasi halodoc dan driver ,sanahat membantu untuk pemesanan obat trimakasi halodoc dan driver,sanahat membantu untuk pemesanan obat trimakasi halodoc dan driver
Lackita Oprah,4,2022-03-15 11:23:24,Ok. Dengan tanggapan yang cepat,ok. dengan tanggapan yang cepat,ok  dengan tanggapan yang cepat,ok dengan tangapan yang cepat,ok dengan tangapan yang cepat,ok dengan tangapan yang cepat
Ge Intan,5,2022-03-15 10:15:55,Sangat Membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Trina Mujirahayu,1,2022-03-15 05:09:15,Order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan. Kl bisa kasih ratting -5*,order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan. kl bisa kasih ratting -5*,order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan  kl bisa kasih ratting   ,order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan kl bisa kasih rating ,order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan kalau bisa kasih rating,order di cancel secara sepihak tanpa penjelasan dan dana tidak dikembalikan kalau bisa kasih rating
Nike Febriandini,5,2022-03-15 04:27:02,memudahkan pelanggan / pasien,memudahkan pelanggan / pasien,memudahkan pelanggan   pasien,memudahkan pelangan pasien,memudahkan pelangan pasien,memudahkan pelangan pasien
Marwan Family,5,2022-03-15 04:13:02,Sangat memudahkan konsul dengan dokter2 yg hebat dan ramah terimakasih halodoc🤗,sangat memudahkan konsul dengan dokter2 yg hebat dan ramah terimakasih halodoc🤗,sangat memudahkan konsul dengan dokter yg hebat dan ramah terimakasih halodoc ,sangat memudahkan konsul dengan dokter yg hebat dan ramah terimakasih halodoc ,sangat memudahkan konsul dengan dokter yang hebat dan ramah terimakasih halodoc,sangat memudahkan konsul dengan dokter yang hebat dan ramah terimakasih halodoc
tiara herbal,5,2022-03-15 03:09:15,"Sangat membantu sekali , dan bermanfaat sekali aplikasi ini","sangat membantu sekali , dan bermanfaat sekali aplikasi ini",sangat membantu sekali   dan bermanfaat sekali aplikasi ini,sangat membantu sekali dan bermanfat sekali aplikasi ini,sangat membantu sekali dan bermanfat sekali aplikasi ini,sangat membantu sekali dan bermanfat sekali aplikasi ini
Shilla Jane,2,2022-03-15 02:58:38,Halodoc barusan saya payment utk obat tp kok belom proses lama sekali sampe skrg dan saya gabisa masuk ke aplikasi ya lagi padahal saya sdh tf uangnya dan berhasil.tolong donk solusinya,halodoc barusan saya payment utk obat tp kok belom proses lama sekali sampe skrg dan saya gabisa masuk ke aplikasi ya lagi padahal saya sdh tf uangnya dan berhasil.tolong donk solusinya,halodoc barusan saya payment utk obat tp kok belom proses lama sekali sampe skrg dan saya gabisa masuk ke aplikasi ya lagi padahal saya sdh tf uangnya dan berhasil tolong donk solusinya,halodoc barusan saya payment utk obat tp kok belom proses lama sekali sampe skrg dan saya gabisa masuk ke aplikasi ya lagi padahal saya sdh tf uangnya dan berhasil tolong donk solusinya,halodoc barusan saya payment untuk obat tapi kok belum proses lama sekali sampai sekarang dan saya tidak bisa masuk ke aplikasi iya lagi padahal saya sudah tf uangnya dan berhasil tolong donk solusinya,halodoc barusan saya payment untuk obat tapi belum proses lama sekali sampai sekarang dan saya tidak bisa masuk ke aplikasi lagi padahal saya sudah tf uangnya dan berhasil tolong donk solusinya
yusuf kursani,5,2022-03-15 00:37:18,Sangat membantu ..,sangat membantu ..,sangat membantu   ,sangat membantu ,sangat membantu,sangat membantu
Zahrah Azkiya Nurlayali,3,2022-03-14 16:54:23,"Parah sih konsultasi ke dokter tp dokternya tdk bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun, penipuan!","parah sih konsultasi ke dokter tp dokternya tdk bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun, penipuan!",parah sih konsultasi ke dokter tp dokternya tdk bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun  penipuan ,parah sih konsultasi ke dokter tp dokternya tdk bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun penipuan ,parah sih konsultasi ke dokter tapi dokternya tidak bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun penipuan,parah konsultasi ke dokter tapi dokternya tidak bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun penipuan
Guntur Muda Ali Akbar,5,2022-03-14 16:24:18,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
rhien claudia,5,2022-03-14 15:56:49,Membantu sekali,membantu sekali,membantu sekali,membantu sekali,membantu sekali,membantu sekali
Nizzia Hardina,5,2022-03-14 15:50:18,Selalu terbalik,selalu terbalik,selalu terbalik,selalu terbalik,selalu terbalik,selalu terbalik
mantoel chicken,5,2022-03-14 14:27:53,Aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yang sangat membantu,aplikasi yang sangat membantu
Dian Paramita,4,2022-03-14 14:17:45,Membantu bgt buat konsult hewan pas lagi urgent gini,membantu bgt buat konsult hewan pas lagi urgent gini,membantu bgt buat konsult hewan pas lagi urgent gini,membantu bgt buat konsult hewan pas lagi urgent gini,membantu banget buat konsult hewan pas lagi urgent begini,membantu banget buat konsult hewan lagi urgent begini
Lucky Lusiana,5,2022-03-14 14:07:31,Sangat cepat tanggap dan aman nyaman telemed dari rumah,sangat cepat tanggap dan aman nyaman telemed dari rumah,sangat cepat tanggap dan aman nyaman telemed dari rumah,sangat cepat tangap dan aman nyaman telemed dari rumah,sangat cepat tangap dan aman nyaman telemed dari rumah,sangat cepat tangap dan aman nyaman telemed dari rumah
Elisabeth Cullen,5,2022-03-14 13:39:24,Sangat membantu sekali dsaat urgent,sangat membantu sekali dsaat urgent,sangat membantu sekali dsaat urgent,sangat membantu sekali dsat urgent,sangat membantu sekali dsat urgent,sangat membantu sekali dsat urgent
Nur Asiah,5,2022-03-14 13:31:02,Bagus... ditanggapi dgn baik oleh dokter nya,bagus... ditanggapi dgn baik oleh dokter nya,bagus    ditanggapi dgn baik oleh dokter nya,bagus ditangapi dgn baik oleh dokter nya,bagus ditangapi dengan baik oleh dokter nya,bagus ditangapi dengan baik oleh dokter
Eter&Ucrit Chanel,5,2022-03-14 13:07:43,Selalu puas sama aplikasi ini,selalu puas sama aplikasi ini,selalu puas sama aplikasi ini,selalu puas sama aplikasi ini,selalu puas sama aplikasi ini,selalu puas sama aplikasi ini
Steven Wiaji,5,2022-03-14 12:58:44,"Terima kasih. Dari halodoc saya dapat obat isoman antivirus gratis. Harganya vitamin""nya yang mahal🤣🤣🤣","terima kasih. dari halodoc saya dapat obat isoman antivirus gratis. harganya vitamin""nya yang mahal🤣🤣🤣",terima kasih  dari halodoc saya dapat obat isoman antivirus gratis  harganya vitamin nya yang mahal   ,terima kasih dari halodoc saya dapat obat isoman antivirus gratis harganya vitamin nya yang mahal ,terima kasih dari halodoc saya dapat obat isoman antivirus gratis harganya vitamin nya yang mahal,terima kasih dari halodoc saya dapat obat isoman antivirus gratis harganya vitamin yang mahal
chery malla,5,2022-03-14 12:41:05,Aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yg sangat membantu,aplikasi yang sangat membantu,aplikasi yang sangat membantu
Mansur petani Jahae,5,2022-03-14 12:15:56,Beda dokter obat mrek sama beda harga tpi mantul .,beda dokter obat mrek sama beda harga tpi mantul .,beda dokter obat mrek sama beda harga tpi mantul  ,beda dokter obat mrek sama beda harga tpi mantul ,beda dokter obat mrek sama beda harga tapi mantul,beda dokter obat mrek sama beda harga tapi mantul
Andi Hadiana,1,2022-03-14 12:10:22,"Pelayanan jelek,konsultasi dgn dokter ga di balas padahal udah bayar,","pelayanan jelek,konsultasi dgn dokter ga di balas padahal udah bayar,",pelayanan jelek konsultasi dgn dokter ga di balas padahal udah bayar ,pelayanan jelek konsultasi dgn dokter ga di balas padahal udah bayar ,pelayanan jelek konsultasi dengan dokter tidak di balas padahal sudah bayar,pelayanan jelek konsultasi dengan dokter tidak di balas padahal sudah bayar
yolenta bintani,3,2022-03-14 11:40:44,"Makin lama pembelian obat di aplikasi ini makin sulit kurang membantu, apotek rekanan minim sehingga kirim obat harus jauh2 dan lama, pilihan jenis obat juga makin sedikit pilihannya tidak seperti dulu, akhir2 pesan obat di cancel mulu. Ngga terlalu rekomen sih, saya uninstall aja. Bintang 3 untuk respon Bantuan yang responsif dan pengembalian dana yang cepat, but again not helpfull at all, karena akhirnya ngga dapat apa2 juga udah nunggu lama 😅","makin lama pembelian obat di aplikasi ini makin sulit kurang membantu, apotek rekanan minim sehingga kirim obat harus jauh2 dan lama, pilihan jenis obat juga makin sedikit pilihannya tidak seperti dulu, akhir2 pesan obat di cancel mulu. ngga terlalu rekomen sih, saya uninstall aja. bintang 3 untuk respon bantuan yang responsif dan pengembalian dana yang cepat, but again not helpfull at all, karena akhirnya ngga dapat apa2 juga udah nunggu lama 😅",makin lama pembelian obat di aplikasi ini makin sulit kurang membantu  apotek rekanan minim sehingga kirim obat harus jauh dan lama  pilihan jenis obat juga makin sedikit pilihannya tidak seperti dulu  akhir pesan obat di cancel mulu  ngga terlalu rekomen sih  saya uninstall aja  bintang untuk respon bantuan yang responsif dan pengembalian dana yang cepat  but again not helpfull at all  karena akhirnya ngga dapat apa juga udah nunggu lama  ,makin lama pembelian obat di aplikasi ini makin sulit kurang membantu apotek rekanan minim sehinga kirim obat harus jauh dan lama pilihan jenis obat juga makin sedikit pilihanya tidak seperti dulu akhir pesan obat di cancel mulu nga terlalu rekomen sih saya uninstal aja bintang untuk respon bantuan yang responsif dan pengembalian dana yang cepat but again not helpful at al karena akhirnya nga dapat apa juga udah nungu lama ,makin lama pembelian obat di aplikasi ini makin sulit kurang membantu apotek rekanan minim sehinga kirim obat harus jauh dan lama pilihan jenis obat juga makin sedikit pilihanya tidak seperti dulu akhir pesan obat di cancel melulu nga terlalu rekomen sih saya uninstal saja bintang untuk respon bantuan yang responsif dan pengembalian dana yang cepat but again not helpful at al karena akhirnya nga dapat apa juga sudah nungu lama,makin lama pembelian obat di aplikasi ini makin sulit kurang membantu apotek rekanan minim sehinga kirim obat harus jauh dan lama pilihan jenis obat juga makin sedikit pilihanya tidak seperti dulu akhir pesan obat di cancel melulu nga terlalu rekomen saya uninstal saja bintang untuk respon bantuan yang responsif dan pengembalian dana yang cepat but again not helpful at al karena akhirnya nga dapat apa juga sudah nungu lama
Adinda Chairunnisa,1,2022-03-14 10:01:02,pelayanan nya buruk sy mau bertanya tentang cara mengatasi kucing sy yg sakit/kaku/kejang-kejang pas dijawab kucing sy udh duluan mati lain kli langsung cepat respon kasian klo ada yg bernasib kyk sy maaf jika sy terlalu kasar,pelayanan nya buruk sy mau bertanya tentang cara mengatasi kucing sy yg sakit/kaku/kejang-kejang pas dijawab kucing sy udh duluan mati lain kli langsung cepat respon kasian klo ada yg bernasib kyk sy maaf jika sy terlalu kasar,pelayanan nya buruk sy mau bertanya tentang cara mengatasi kucing sy yg sakit kaku kejang kejang pas dijawab kucing sy udh duluan mati lain kli langsung cepat respon kasian klo ada yg bernasib kyk sy maaf jika sy terlalu kasar,pelayanan nya buruk sy mau bertanya tentang cara mengatasi kucing sy yg sakit kaku kejang kejang pas dijawab kucing sy udh duluan mati lain kli langsung cepat respon kasian klo ada yg bernasib kyk sy maf jika sy terlalu kasar,pelayanan nya buruk saya mau bertanya tentang cara mengatasi kucing saya yang sakit kaku kejang kejang pas dijawab kucing saya sudah duluan mati lain kli langsung cepat respon kasian kalau ada yang bernasib seperti saya maf jika saya terlalu kasar,pelayanan buruk saya bertanya tentang cara mengatasi kucing saya yang sakit kaku kejang kejang dijawab kucing saya sudah duluan mati lain kli langsung cepat respon kasian kalau ada yang bernasib seperti saya maf jika saya terlalu kasar
Ko Hardwell,1,2022-03-14 09:42:22,Aplikasi gak sesuai iklan,aplikasi gak sesuai iklan,aplikasi gak sesuai iklan,aplikasi gak sesuai iklan,aplikasi tidak sesuai iklan,aplikasi tidak sesuai iklan
Rudi Irawan,5,2022-03-14 06:55:41,"Pesanan dibatalkan driver, mw pesan ulang resep ga berlaku lagi, trus saya harus konsul dgn dokter lagi gtu?? wow!! MANTABBB!!! Berobat offline aja deh kasian anak saya butuh obatnya cepet.. percuma mengeluh di rating aplikasi, ga akan ditindaklanjut, paling disuruh hubungi CS, TRUST ME","pesanan dibatalkan driver, mw pesan ulang resep ga berlaku lagi, trus saya harus konsul dgn dokter lagi gtu?? wow!! mantabbb!!! berobat offline aja deh kasian anak saya butuh obatnya cepet.. percuma mengeluh di rating aplikasi, ga akan ditindaklanjut, paling disuruh hubungi cs, trust me",pesanan dibatalkan driver  mw pesan ulang resep ga berlaku lagi  trus saya harus konsul dgn dokter lagi gtu   wow   mantabbb    berobat offline aja deh kasian anak saya butuh obatnya cepet   percuma mengeluh di rating aplikasi  ga akan ditindaklanjut  paling disuruh hubungi cs  trust me,pesanan dibatalkan driver mw pesan ulang resep ga berlaku lagi trus saya harus konsul dgn dokter lagi gtu wow mantab berobat ofline aja deh kasian anak saya butuh obatnya cepet percuma mengeluh di rating aplikasi ga akan ditindaklanjut paling disuruh hubungi cs trust me,pesanan dibatalkan driver now watching pesan ulang resep tidak berlaku lagi terus saya harus konsul dengan dokter lagi gtu wow mantab berobat ofline saja deh kasian anak saya butuh obatnya cepat percuma mengeluh di rating aplikasi tidak akan ditindaklanjut paling disuruh hubungi cs trust me,pesanan dibatalkan driver now watching pesan ulang resep tidak berlaku lagi terus saya harus konsul dengan dokter lagi gtu berobat ofline saja kasian anak saya butuh obatnya cepat percuma mengeluh di rating aplikasi tidak akan ditindaklanjut paling disuruh hubungi trust me
adhi wicaksono,5,2022-03-14 05:20:09,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Dome of Tiberias Pagi,5,2022-03-14 03:00:28,bagus untuk saya yang isoman,bagus untuk saya yang isoman,bagus untuk saya yang isoman,bagus untuk saya yang isoman,bagus untuk saya yang isoman,bagus untuk saya yang isoman
Anugroho Satria Hatmoko,1,2022-03-14 02:16:41,"Pengiriman obat lama banget.., obat itu butuh cepat sampai,, ini pengiriman Lama lama banget!!!!","pengiriman obat lama banget.., obat itu butuh cepat sampai,, ini pengiriman lama lama banget!!!!",pengiriman obat lama banget    obat itu butuh cepat sampai   ini pengiriman lama lama banget    ,pengiriman obat lama banget obat itu butuh cepat sampai ini pengiriman lama lama banget ,pengiriman obat lama banget obat itu butuh cepat sampai ini pengiriman lama lama banget,pengiriman obat lama banget obat itu butuh cepat sampai ini pengiriman lama lama banget
nadhila tarlih saputri,5,2022-03-14 02:00:30,Sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali
Ajeng Fitri,5,2022-03-14 02:00:23,Puas sekali dengan aplikasi ini sangat membantu,puas sekali dengan aplikasi ini sangat membantu,puas sekali dengan aplikasi ini sangat membantu,puas sekali dengan aplikasi ini sangat membantu,puas sekali dengan aplikasi ini sangat membantu,puas sekali dengan aplikasi ini sangat membantu
Popi Noviyanti,5,2022-03-14 01:22:01,Sangat membantu sekali ..trima kasih halodoc,sangat membantu sekali ..trima kasih halodoc,sangat membantu sekali   trima kasih halodoc,sangat membantu sekali trima kasih halodoc,sangat membantu sekali terima kasih kasih halodoc,sangat membantu sekali terima kasih kasih halodoc
isye rosi,5,2022-03-13 23:18:42,Dokter nya bagus,dokter nya bagus,dokter nya bagus,dokter nya bagus,dokter nya bagus,dokter bagus
ALWI ALWIYANSYAH,1,2022-03-13 14:40:49,"Auto uninstal Aplikasi gak jelas, mending beli obat di onlineshop aja di banding pake aplikasi ini","auto uninstal aplikasi gak jelas, mending beli obat di onlineshop aja di banding pake aplikasi ini",auto uninstal aplikasi gak jelas  mending beli obat di onlineshop aja di banding pake aplikasi ini,auto uninstal aplikasi gak jelas mending beli obat di onlineshop aja di banding pake aplikasi ini,auto uninstal aplikasi tidak jelas lebih baik beli obat di onlineshop saja di banding pakai aplikasi ini,auto uninstal aplikasi tidak jelas lebih baik beli obat di onlineshop saja di banding pakai aplikasi ini
Kholifatun Nasihah,5,2022-03-13 14:29:23,Lebih mudah untuk konsultasi sama dokter tampa harus ke rs duly,lebih mudah untuk konsultasi sama dokter tampa harus ke rs duly,lebih mudah untuk konsultasi sama dokter tampa harus ke rs duly,lebih mudah untuk konsultasi sama dokter tampa harus ke rs duly,lebih mudah untuk konsultasi sama dokter tampa harus ke rumah sakit duly,lebih mudah untuk konsultasi sama dokter tampa harus ke rumah sakit
Henary Kartika,5,2022-03-13 12:53:59,Halodoc sangat membantu saya. Dokternya cekatan. Pemesanan obat cepat. Keren 👍,halodoc sangat membantu saya. dokternya cekatan. pemesanan obat cepat. keren 👍,halodoc sangat membantu saya  dokternya cekatan  pemesanan obat cepat  keren  ,halodoc sangat membantu saya dokternya cekatan pemesanan obat cepat keren ,halodoc sangat membantu saya dokternya cekatan pemesanan obat cepat keren,halodoc sangat membantu saya dokternya cekatan pemesanan obat cepat keren
Rahmat Wahyu Aji,1,2022-03-13 12:15:42,"duhh aku sudah masukin nomor berulang kali tapi verivikasi kodenya ga pernah masuk di SMS, TOLONG GIMANA INI?","duhh aku sudah masukin nomor berulang kali tapi verivikasi kodenya ga pernah masuk di sms, tolong gimana ini?",duhh aku sudah masukin nomor berulang kali tapi verivikasi kodenya ga pernah masuk di sms  tolong gimana ini ,duh aku sudah masukin nomor berulang kali tapi verivikasi kodenya ga pernah masuk di sms tolong gimana ini ,aduh aku sudah masukkan nomor berulang kali tapi verivikasi kodenya tidak pernah masuk di sms tolong bagaimana ini,aduh aku sudah masukkan nomor berulang kali tapi verivikasi kodenya tidak pernah masuk di sms tolong bagaimana ini
Ina Soen,5,2022-03-13 12:14:06,Dokter nya sangat membantu dan menjelaskannya secara rinci. Tq u dok,dokter nya sangat membantu dan menjelaskannya secara rinci. tq u dok,dokter nya sangat membantu dan menjelaskannya secara rinci  tq dok,dokter nya sangat membantu dan menjelaskanya secara rinci tq dok,dokter nya sangat membantu dan menjelaskanya secara rinci terima kasih dok,dokter sangat membantu dan menjelaskanya secara rinci terima kasih
Herwinda Silalahi,5,2022-03-13 10:40:17,"Selama chat dengan halodoc setelah beberapa kali. Selalu memuaskan, fast respon dan memberi obat yg tidak asal2an. Kalau tidak perlu antibiotik , tidak diresepkan. Saya rasa ini bagus.. Trimakasih halodoc, semoga dokter2nya selalu ramah dan fast respon.","selama chat dengan halodoc setelah beberapa kali. selalu memuaskan, fast respon dan memberi obat yg tidak asal2an. kalau tidak perlu antibiotik , tidak diresepkan. saya rasa ini bagus.. trimakasih halodoc, semoga dokter2nya selalu ramah dan fast respon.",selama chat dengan halodoc setelah beberapa kali  selalu memuaskan  fast respon dan memberi obat yg tidak asalan  kalau tidak perlu antibiotik   tidak diresepkan  saya rasa ini bagus   trimakasih halodoc  semoga dokternya selalu ramah dan fast respon ,selama chat dengan halodoc setelah beberapa kali selalu memuaskan fast respon dan memberi obat yg tidak asalan kalau tidak perlu antibiotik tidak diresepkan saya rasa ini bagus trimakasih halodoc semoga dokternya selalu ramah dan fast respon ,selama chat dengan halodoc setelah beberapa kali selalu memuaskan fast respon dan memberi obat yang tidak asalan kalau tidak perlu antibiotik tidak diresepkan saya rasa ini bagus trimakasih halodoc semoga dokternya selalu ramah dan fast respon,selama chat dengan halodoc setelah beberapa kali selalu memuaskan fast respon dan memberi obat yang tidak asalan kalau tidak perlu antibiotik tidak diresepkan saya rasa ini bagus trimakasih halodoc semoga dokternya selalu ramah dan fast respon
