Remove_noise,sentimen,sentimen_negatif,sentimen_netral,sentimen_positif
sangat membantu tapi tergantung dokternya ada yang tidak acuh ada juga yang perhatian tapi kbnykn yang baiknya,netral,0,1,0
halodoc memang membantu sekali untuk membantu mengetahui awal masalah dalam kesehatan diri dan dokternya ramah penjelasan mudah untuk dipahami terimakasih halodoc,positif,0,0,1
aplikasi halodoc sangat bermanfat sekali respon dokternya sangat cepat bahkan di hari libur mingu setidaknya tidak bingung sakit yang lagi dihadapi tidak perlu bertanya gogle kup buka aplikasi halodoc tingal pilih dokter yang ingin di konsultasikan swsuai dengan kondisi sakit yang lagi di hadapi terima kasih halodoc,negatif,1,0,0
baru pakai sekali untuk konsultasi pelayananya cukup bagus,netral,0,1,0
sangat membantu sekali infonya dan balasan chat dengan dokter cepat dan tangap kalau bisa tidak perlu pakai bayar lebih enak dan lebih baik terima kasih halodoc,positif,0,0,1
suka banget sangat terbantu sekali dengan aplikasi ini terima kasih halodoc,positif,0,0,1
sangat membantu sekali alhamdulilah cepat balas chatnya,positif,0,0,1
masih rada grogi cara kita berkonsultasi sama dari waktunya krg lama tapi terbantu terima kasih halodoc,negatif,1,0,0
saya sangat suka dan puas dengan pelayanan halodoc penjelasanya mudah dimengerti,positif,0,0,1
aplikasinya bagus tapi bintang dulu nanti kalau sesi ke dua konsul sama dokternya memuaskan lagi baru tidak kasih bintang,netral,0,1,0
sedikit masukan untuk bisa filter dokter dan posisi karena sulit menemukan dokter yang ada di sekitae kita,negatif,1,0,0
sangat membantu saya baru tahu aplikasi ini pokok puas dengan pelayanan dokter ramah terima kasih smoga cocok dengan resep yang dberikn dokter buat saya tidak susah lagi kdokter tgal beli apotek obat,positif,0,0,1
bagus banget apa halodoc chat dengan dokter cepat diresponya terima kasih halodoc,positif,0,0,1
bagus bisa cepat tahu sehinga bisa membuat tindak pencegahan sebelum pengobatan,positif,0,0,1
bagus banget sangat membantu semoga selalu gratis supaya bisa membantu untuk keluarga yang kurang mampu bertemu dengan doktet sepesialis yang hebat itu,positif,0,0,1
aplikasi yang sangat membantu sekali untuk konsultasi ke dokter spesialis manapun tanpa harus ke klinik dan dokternya ramah terima kasih halodoc,positif,0,0,1
aplikasi sangat membantu dokternya fast respond dan ramah,positif,0,0,1
sangat membantu sekali apliksai ini kita bisa lngsng konsultasi dengan dokternya lngsng dan kalau membeli obat kita tingal klik saja sambil duduk manis,positif,0,0,1
sangat membantu dan dokternya fast respon terimakasih halodoc semoga kedepanya tetap gratis untuk membantu orang banyak,positif,0,0,1
rekomended dengan apa ini karena dengan halodoc ini kita bisa langsung berhubungan dengan spesialis hanya saja penjelasan sedikit kurang memuaskan menurut saya,negatif,1,0,0
layanan ok tapi tolong di jawab dengan baik setiap pertanyan dan intinya terima kasih,positif,0,0,1
sangat membantu memberikan jawaban atas pertanyan serta solusi dari penyakit dan keraguan atas penyakit yang sat ini kita rasakan,negatif,1,0,0
cara penjelasanya dari para dokter sangat nyaman ramah dan sangat membantu terima kasih halodoc,positif,0,0,1
keren aplikasi ini bisa membantu banget dsat praktek dokter yang lagi tutup respon dokternya juga cepat terbaik,netral,0,1,0
sangat sangat membantu apalagi disat kita sedang terbatas jarak waktu malam hari rumah jauh dari rumah sakit tetapi butuh informasi cepat dari ahlinya,positif,0,0,1
sangat membantu jadi lebih mudah untuk berkonsultasi,positif,0,0,1
saya sangat menyukai halodoc responya cepat dan sangat memuaskan,positif,0,0,1
penjelasan yang sangat jelas dan sangat bermanfat,positif,0,0,1
kenapa setiap saya ingin melengkapi data nama saya slu tiba tiba keluar sendiri dan akhir tidak bisa tanya jawab dengan dokter,negatif,1,0,0
sangat sangat puas dan membantu cuma tidak sabar ajah kalau dapat driver dan apoteknya kejauhan,positif,0,0,1
alhamdulilah sangat membantu sekali aplikasi halodoc ini dokternya ramah banget respon cepat pokoknya bagus banget,positif,0,0,1
aplikasi yang sangat membantu orang yang sakit dan bisa ngobrol langsung dengan dokter ahli semoga makin bermanfat banyak orang yah,netral,0,1,0
terima kasih halodoc dokternya ramah banget jawab cepat dan jelas cuma kadang agak sulit menemukan dokter mungkin karena penguna halodoc yang memang banyak membantu sekali,positif,0,0,1
apa ini sangat membantu saya untuk menjadi lebih baik lagi terus dokternya ramah balesin satu persatu chat dari aku terimakasih halodoc,positif,0,0,1
suka banget sama aplikasi ini dokternya baik semua jadi nyaman kalau konsultan nga perlu malu malu lagi terimakasih halodoc,positif,0,0,1
senang sekali dengan aplikasi ini dokternya cepat respon dan ramah,positif,0,0,1
sangat sangat membantu pelayanan juga sangat bagus recomended banget,positif,0,0,1
membantu untuk penyakit gejala umum menanyakan obat pada dasarnya tetap harus periksa langsung,negatif,1,0,0
sangat membantu dan dokternya juga ramah ramah,positif,0,0,1
terimakasih halodoc aplikasinya sangat bermanfat bagi orang orang tidak memiliki cukup waktu untuk datang ke dokternya langsung pelayananya juga gratis tidak pakai biaya apapun kecuali obatnya tapi di wilayah saya masih belum bisa beli obatnya dengan perantara gojek jadi tetep harus keluar buat beli obatnya,negatif,1,0,0
aplikasi sangat bermanfat dan sangat membantu dokternya ramah sat konsultasi win solution untuk rumahnya yang jauh dari rumah sakit bisa tanya dokter di halodoc dulu untuk penanganan tahap dan dokter spesialisnya sangat lengkap terimakasih halodoc,positif,0,0,1
lumayan bagus mudahan gratis terus,positif,0,0,1
trimkasih untuk halodock sangat membantu walau tidak semua dokter memberi penjelasan yang memuaskan,netral,0,1,0
bagus banget aplikasi dokter ramah,positif,0,0,1
saya sangat berterima kasih telah dapat bergabung di aplikasi halodoc dengan ini mungkin bisa menyelsai masalah penyakit yang ada di tubuh saya sekali lagi saya sangat berterima kasuh,negatif,1,0,0
apliaksinya sangat membantu untuk mengetahui penyakit yang dialami dan cara menanganinya bagimana karena dapat bertanya sama dokter yang ahli dibidangnya masing masing terima kasih halodoc,netral,0,1,0
tolong segera di respon keluhan saya saya tadi pagi transaksi beli obat dengan pembayaran mengunakan gopay sebesar tetapi kenapa tidak ada list riwayatnya obat juga tidak datang sementara saldo gopay saya sudah terpotong tolong segera respon emailsaya,negatif,1,0,0
sangat membantu awalnya ragu sama aplikasi ini tidak taunya bagus bnget para dokter ramah tamah dalam hal membantu,positif,0,0,1
sangat membantu dan cepat memberikan solusi terima kasih,positif,0,0,1
mudah fast respon terbantu,positif,0,0,1
kenapa saya tidak bisa menerima kode konfirmasi sat pertama kali login pakai nomer telefon saya sudah memakai krtu yang berbeda tapi tetap tidak dapat sms kode sudah pencet hubungi kembali berkali tetap saja tidak menerima kodenya tolong apk di perbaikin lagi,negatif,1,0,0
aplikasi ini sangat membantu untuk orang orang yang super sibuk tapi masih bis mengontrol kesehatanya bagus banget,positif,0,0,1
trimakasih helodoc sangat membantu saya trimakasih dokternya ramah dan respon baik sukses selalu dan sehat selalu untuk kita semua amin,positif,0,0,1
terimah kasih sangat membantu dan menjaga privasi pasien,positif,0,0,1
penjelasan cukup baik respon bisa lbh dipercepat,netral,0,1,0
saya sangat puas dengan aplikasi ini setiap pertanyan saya selalu direspon dengan cepat dan pelayananya sangat memuaskan,positif,0,0,1
saya sudah instal tapi tidak bisa dibuka yah aplikasinya,negatif,1,0,0
aplikasi ini sangat bermanfat apalagi sperti saya yang tingal di pelosok negri nan jauh dari jangkauan dokter gratis,negatif,1,0,0
puas banget sama pelayanan di halodoc sekali konsul langsung mendapat respon di gratis pula hihi cocok di sat keadan yang tidak bisa dokter langsung,positif,0,0,1
saya sangat senang dengan adanya apl halo dokter ini sekarang saya tidak perlu bingung lagi jika anak saya sakit karena sudah ada halodokter beres terimakasih halodokter,negatif,1,0,0
untuk halodoc mungkin metode pembayaran bisa di tambah bisa mengunakan jasa minimarket saya merasa kesulitan untuk pembayaran ketika ingin membeli obat dan bingung terima kasih,negatif,1,0,0
sangat membantu sekali dan ini aplikasi yang sangat bermanfat,netral,0,1,0
saya puas dengan layanan aplikasi ini jadi mempermudah saya dalam menanyakan keluhan yang saya rasakan,negatif,1,0,0
banget aplikasinya cuma banyak dokter yang sibuk tapi overal puas saya terima kasih,positif,0,0,1
halodoc trimakasih dengan jadirnya halodoc sedikit membantu mengetahui diagnosa sakit yang dialami solusi untuk tindak lanjutnya respon cepat dan baik semoga amanah membawa keberkahan amin,positif,0,0,1
sangat membantu sekali tadi bingung bisa tidak bingung lagi tapi sayang sekali sesi tanya jwab sebentar banget coba diperpanjang dong durasi terima kasih untuk dokter yang sudah jwab prtnyan aku yah jwaban memuaskan,positif,0,0,1
sangat membantu sekali apalagi sya yang agak bagaimana begitu kalau harus bertatap muka secara langsung dengan dokternya,netral,0,1,0
doketer yang sangat ramah aplikasinya sangat membantu,positif,0,0,1
konsultasi dengan dokter sangat baik respon cepat serta penjelasanya sangat mudah dimengerti untuk tindakan pengobatan yang harus diberikan kepada anak saya yang sedang sakit,netral,0,1,0
layanan bagus tingkatkan lagi dengan akses dan sumber daya dokternya semoga aplikasi ini bisa berguna bagi seluruh masyarakat disemua kalangan,positif,0,0,1
aplikasih yang bagus dan mudah konsultasi langsung sama docternya terimakasih halodoc,positif,0,0,1
suka banget dengan bu dokternya moga dengan konsultasi ini bisa membuat perubahan saya yang lebih baik lagi penjelasan yang jelas tepat bijak makasi halodoc,positif,0,0,1
pelalananya bagus kemasanya juga rapi tidak perlu repot lagi untuk antri,negatif,1,0,0
terimakasih banyak sangat membantu semoga bayiku selalu sehat,positif,0,0,1
baru download dan bertanya ke dokter rina terimaksih halodoc karena aplikasi ini sangan berguna banget dengan masyarakat seperti kita sekali lagi terimakasih,positif,0,0,1
saya merasa senang dengan apa halodoc dokternya ramah pelayananya memuaskan,positif,0,0,1
sangat membantu semoga rezekinya semua dokter barokah dan bisa membantu orang yang belum mengerti tg kesehatan,positif,0,0,1
sangat membantu apalagi untuk saya yang anak susah diajak dokter untuk konsultasi sementara sebelum bnar harus dokter terimakasih halodoc,negatif,1,0,0
baru pertama kali pakai aplikasi ini sangat mudah dan dokternya ramah terima kasih halodoc,positif,0,0,1
sangat puas dengan pelayanan konsultasinya tapi sayangnya waktunya kurang,positif,0,0,1
aplikasi ini sangat membantu sekali untuk bantuan saran para dokter sudah begitu ramah lagi,positif,0,0,1
aplikasi ini sangat membantu saya dalam konsultasi dan selalu dapat fedback saran obat terima kasih kasih halodoc mohon tingkatan lagi pelayananya,positif,0,0,1
sangat cepat tangapanya dan di jelaskan secara detail sekarang tidak harus datang ke rumah sakit jauh jauh kalau ada halodoc di rumah,negatif,1,0,0
sangat membantu sekali buat saya yang irt tidak perlu lelah lelah keluar rumah dan tidak perlu khawatir lagi bila ada salah satu keluarga yang sakit tingal klik langsung kosultasi dengan doktr mudah mudahan halodoc kedepanya semakin bagus lagi,positif,0,0,1
maf saya hanya bisa memberi bintang saja dikarenakan pada sat saya ingin melakukan pencarian obat dan melakukan pencarian nama obat selalu saja bermasalah,negatif,1,0,0
mantap dokternya responsif tapi kurang ramah,positif,0,0,1
sangat membantu dan pelayananya cepat,positif,0,0,1
aplikasi sangat membantu juga berharap lebih untuk halodoc lebih baik lagi,positif,0,0,1
cepat tangap sigap jelas terperinci,positif,0,0,1
sangat bermanfat semoga lancar slu tapi jadi yang trbaik,positif,0,0,1
awal kecewa karena tidak bisa chat dengan dokter hubungi chat suport di bantu permasalahan bisa chat dan pesan obat di halodoc tolong respon chat suport dipercepat,positif,0,0,1
dokternya baik dan cepat tangap penjelasan sangat rinci dan mudah dimengerti halodoc,positif,0,0,1
selalu on time dan harga terjangkau,netral,0,1,0
sangat membantu kita yang butuh arahan informasi tindakan medis darurat di lokasi jauh dari pusat medis gratis masya alah sudah bisa konsultasi gratis dengan berbagai dokter ahli saya sangat merekomendasikan aplikasi ini saran dong ada asuransi saya ikut,positif,0,0,1
senang banget sama aplikasi ini sangat membantu untuk konsultasi dengan dokter spesialis,positif,0,0,1
sangat membantu dengan dokter yang ahli di bidangnya dan berkompeten trimakasih halodoc,positif,0,0,1
terimakasih layanan yang cukup membantu,netral,0,1,0
sangat membantu untuk lebih mendalami peyakit yang kita alami terima kasih halodoc,positif,0,0,1
sangat bagus dan baik dokter fast respon dan baik hati meskipun kita salah bicara atau rewel untuk kesembuhan beliau tetap profesional,positif,0,0,1
recomended banget buat kalian yang ingin konsultasi segala macam penyakit wajib download aplikasi ini selain dokternya benar specialis hight clas pelayananya juga sangat ramah fast respon dan tentunya selalu diberikan jalan untuk kesembuhan mulai dari obatan dan lain sudah dijelaskan secara detil terima kasih halodoc,netral,0,1,0
aplikasinya sangat membantu dokter ramah,positif,0,0,1
trimakasih dari bima di halodoc saya jadi tidak khawatir lagi krna saranya yang menenangkan aplikasinya sangat membantu,netral,0,1,0
sangat membantu dan simple untuk konsultasi tanpa harus mengantri terima kasih bapak dan ibu dokter yang telah membantu semoga sukses selalu amin,positif,0,0,1
dijamin dokternya ahli dibidangnya apa yang sangat bagus buat yang urgent,negatif,1,0,0
terima kasih telah memberi pengalaman konsultasi dokter yang menyenangkan karena mudh praktis dan juga bisa membeli obat scra online dengan harga yang terjangkau,positif,0,0,1
sat bertanya di layanin dengan baik dan ramah sekali terima kasih,positif,0,0,1
konsultasi baik dan mudah di mengerti dokter juga ramah serta membantu memberikan solusi untuk masalah seputar kesehatan sukses terus untuk halodoc,positif,0,0,1
penjelasanya jelas respon cepat baik ramah,positif,0,0,1
sangat senang dengan pelayanan,positif,0,0,1
semoga balasan chat bisa lebih cepat dan memberikan penjelasan tanpa harus ditanya terus dokter,positif,0,0,1
god mudah di fahami untuk bisa di aplikasikan keseharian,positif,0,0,1
penjelasan cukup jelas dan bahasanya mudah di mengerti,positif,0,0,1
sangat membantu disat waktu yang benar mendesak the best,netral,0,1,0
cukup memuaskan konsultasi bersama halodoc hemat waktu dan tidak perlu repot cari klinik konsultasi pokoknya is the best aplikasi halodoc semoga bermanfat buat masyarakat indonesia,netral,0,1,0
dokternya baik ramah kalau memberikan tips juga jelas,positif,0,0,1
respon cepat saran apa semoga konsultasi gratis dokter bukan hanya pada sat tertentu saja melainkan bisa seterusnya terimakasih,positif,0,0,1
aplikasi yang membantu sekali dikala saya tidak bisa pergi keluar rumah,negatif,1,0,0
respon cepat dokternya ramah terimakasih sangat membantu,positif,0,0,1
fast respon cukup jelas dengan konsultasi terimakasih,positif,0,0,1
gampang dan mudah kalau penasaran tentang masalah kesehatan tingal lewat halodoc,netral,0,1,0
sangat membantu disat anak sakit dan tidak bisa ditingal sementara dirumah hanya sedang berdua dengan anak dapat dengan mudah membeli obat di apotek lewat halodoc pembayaran sangat mudah mengunakan saldo halodoc terimakasih halodoc,positif,0,0,1
respon cepat bahasa mudah dimengerti dan banyak pilihan dokternya mantap ini bintang,positif,0,0,1
konsultasi lengkap dengan resep dan gambar dokternya juga enak untuk konsultasi,positif,0,0,1
maf ini kenapa saya update aplikasinya tapi berulang kali saya coba tetap tidak bisa kenapa,negatif,1,0,0
puas dengan apl halodoc respons cepat dan jelas,positif,0,0,1
sangat cepat responya sangat membantu dan sangat ramah dokternya,positif,0,0,1
rekomended banget dokternya juga ramah dan di mengerti semua penjelasanya,positif,0,0,1
alhamdulilah terbantu banget sama aplikasi ini bisa konsultasi dengan dokter dan pelayanan baik,positif,0,0,1
responya cepat memberikan jawaban singkat dan jelas,positif,0,0,1
tidak ada konfirmasi sms ke nomer saya jadi tidak bisa aktif sudah berulang kali coba,netral,0,1,0
apa yang sangat bagus dokter lebih fast respon dibanding apa tetanga sebelah,negatif,1,0,0
baru nyoba pertama kali sempat bingung takut tidak ada yang respon dokternya karena sudah ternyata ada yang respon dan cukup memuaskan sangat membantu sekali,netral,0,1,0
aplikasi ini sangat membantu dari mulai pemesanan obat sampai konsultasi dokter pokok lengkap banget semoga bisa di tingkatkan lagi pelayanan aplikasinya dan semoga makin banyak apotek yang bekerja sama dengan halodoc terima kasih halodoc,positif,0,0,1
sangat membantu bisa konsul kapan dan dimanapun,positif,0,0,1
sangat bermanfat respon dokter cepat walau sudah larut malam,positif,0,0,1
cukup membantu menghemat waktu dan pelayanan ramah,positif,0,0,1
saya verifikasi gagal terus padahal sinyal bagus,negatif,1,0,0
selamat malam halodoc aplikasi yang sangat membantu banget buat aku dan mungkin buat semuanya juga benar puas sama pelayananya semoga kedepanya aplikasi ini semakin membantu siapa saja yang sedang sakit love halodoc,positif,0,0,1
cukup membantu lebih epektif dan dokter spesialis kandungan juga ramah terima kasih,positif,0,0,1
pelayanan ok ramah cepat dan memuaskan sukses selalu buat halodoc terimakasih,positif,0,0,1
dokter dokternya sangat ramah dan responya sangat cepat dan untuk dokter isnaini dari syaraf dokternya baik dan penjelasanya sangat membantu,positif,0,0,1
kebantu banget dengan adanya aplikasi ini jadi tidak repot harus kluar rumah terima kasih halodoc,negatif,1,0,0
aplikasi yang sangat bagus dan membantu untuk konsultasi dengan dokter,netral,0,1,0
trimksih setelah adanya aplikasi ini sya yang kampung sangat terbantu,negatif,1,0,0
sangat membantu sat dibutuhkan respon dokter cepat pertanyan dokter detail,positif,0,0,1
sangat bagus kalau dapat konsultasi secara gratis smoga ini bermanfat untuk orang yang tidak mampu,positif,0,0,1
sangat membantu dan sangat bermanfat terimakasih,positif,0,0,1
sangat membantu sekali tangapanya sangat ramah,positif,0,0,1
puas banget sama pelayanan cepat harga lumayan bersaing saya cari obat ini lumayan susah tapi di halodoc tersedia terima kasih halodoc,positif,0,0,1
sangat puas jawaban sangat singkat,positif,0,0,1
adanya apl halodoc ini sangat membantu balas chat dari para dokter cepat terimakasih halodoc,positif,0,0,1
walaupun sudah tidak bisa bayar cash tapi tetep ok halodoc ini terima kasih,positif,0,0,1
barangnya sesuai dan cepat,positif,0,0,1
detail ramah dan cepat tangap,positif,0,0,1
keberadan docter sat diperlukan sangatlah diharapkan penderita sakit walaupun saya apabila demam flu batuk atau terluka saya jarang ke docter hanya beli di apotik dan sembuh,negatif,1,0,0
aplikasi ini sangat membantu apalagi didukung oleh para dokter yang benar mumpuni dibidangnya masing thnks halodoc,netral,0,1,0
pencarian mudah dan pengantaran cepat,positif,0,0,1
aplikasi yang bagus sangat membantu buat kita yang belum sempat ke dokter atau rumah sakit langsung terima kasih,netral,0,1,0
bagus sangat bermanfat dan dokter juga cepat dalam penanganan sangat terbantu sekali,positif,0,0,1
saya kasih dulu karena obat yang saya butuhkan tidak bisa klik dengan cara cek harga tapi saya suka begitu saya tanya dokter yang bersangkutan langsung quick respon terimakasih,negatif,1,0,0
sangat membantu saya apa lagi kondisi saya ngasuh dua anak yang masih kecil kecil,negatif,1,0,0
suka sekali dengan aplikasih ini semua masalah bisa atasi,negatif,1,0,0
cukup membantu dokter ramah,positif,0,0,1
aplikasinya sangat membatu sebgai pertolongan pertama suka banget sama halodoc dokternya baik dan menjelaskan dengan detail jadinya nyaman konsultasi,positif,0,0,1
sangat sangat puas terima kasih banyak sudah luncurkan aplikasi seperti ini sangat membantu sekali,positif,0,0,1
bagus sekali aplikasi ini dengan adanya aplikasi ini saya bisa konsultasi sebelum tindakan ke puskesmas atau ke rumah sakit,negatif,1,0,0
alhamdulilah pertama konsultasi langsung dapat respon positif terhadap masalah yang saya hadapi sekarang terima kasih halodoc semoga tetap dipertahankan kualitas dan kuantitas,positif,0,0,1
seru banget karena bisa langsung chat sama dokter dan jadi lebih tahu untuk penyakit yang diderita,positif,0,0,1
responya cepat dan cukup jelas solusinya,netral,0,1,0
saya baru coba dan sangat menenangkan memakai aplikasi ini karena saya tidak begitu punya waktu untuk konsultasi dan antri di rumah sakit terima kasih para dokter yang sudah membantu,netral,0,1,0
sangat ramah dan selalu merespon trimaksih banyak atas konsultasinya smoga dengan resep ini sembuh amin,positif,0,0,1
aplikasinya ngebantu banget masih ada dokter yang stand bye dengarkan konsultasi pasienya keren,netral,0,1,0
sangat membantu saya dalam bidang kesehatan dan tidak perlu ribet,netral,0,1,0
boleh juga barusan tes ditangapi konsul gratis dengan segera meski kalau penanganan lebih lanjut tetap perlu pengamatan langsung tapi not bad aplikasi ini terus kemarin juga dikirim obat gratis dari rumah sakit pakai daftar halodoc ini ok sementara boleh bintang semoga tetap,positif,0,0,1
ternyata ada manfatnya kita bisa konsultasi sama dokter gratis dokternya baik lagi malam dichat masih nerima,positif,0,0,1
syukurlah mantap kali tidak kecewa dokter fast respon tidak lelah nunvgi dan memang asli bukan gadungan langsung tahu praktis sakitnya,positif,0,0,1
halodoc saya tanya saya belum nikah umur tapi mens saya tidak teratur biasanya saya mens sekitar hari dan jangka waktu bersihnya biasanya sampai hari tapi kemarin jangka waktunya lebih sampai hari baru mens dan sekarang sudah bulan saya tidak mens tapi bukan brti saya hamil,negatif,1,0,0
dokternya sangat berpengalaman ramah dan pengetahuanya luar biasa sangat membantu saya dengan saran masukanya dan nasehatnya smoga fre terus karena membantu masyarakat yang minim biaya terima kasih halodoc lancar sukses terus aplikasinya amin,positif,0,0,1
sangat membantu sekali terima kasih yah dokter responya cepat juga dan ramah lagi,positif,0,0,1
sangat memuaskan terutama bagi pasien yang tingal dengan jarak yang jauh dengan praktek dokter aplikasi ini sangat membantu dimanapun kapanpun bisa konsultasi lsng dengan para dokter trimakasih halodoc,positif,0,0,1
mempermudah dan setidak tidak memperibut harus ke rumah sakit segala,negatif,1,0,0
sangat puas dengan aplikasi halodoc terima kasih halodoc,positif,0,0,1
sngat membantu disat bingung apa yang harus dilakukan dengan sakit yang dirasakan bisa konsultasi dahulu sebelum ke rumah sakit dokternya juga baik dan ramah terimakasih halodoc,negatif,1,0,0
terima kasih halodoc aplikasi ini sangat membantu walaupun deg degan banget bingung harus bilang apa karena tidak tatap muka mungkin karena pertama kali,negatif,1,0,0
saya sangat senang bisa bergaung diaplikasi ini terimkasih untuk semua dokter dokter kalian sangat membantu kami dalam berkonsultasi semoga kalian diberikan balasan yang lebih dari alah dan kesehatan selalu,netral,0,1,0
balasan chatnya sangat cepat dan responsif semoga semakin sukses halodoc,positif,0,0,1
ok hemat biaya waktu tenaga terima kasih banyak buat halodoc,positif,0,0,1
mencerahkan dokternya responsif bisa buat second opinion atau meneguhkan dokter yang sblmnya,negatif,1,0,0
sangat membantu dikala susah cuti karena kesibukan kerja terima kasih halodoc,positif,0,0,1
sangat membantu sekali dengan adanya aplikasi ini jadi kita dalam keadan darurat sangat mudah tanpa harus dokter dulu,positif,0,0,1
respon cepat solusi ada dan masih fre,positif,0,0,1
mantap benar benar bermanfat banget pokoknya jempol,positif,0,0,1
responya cepat dokternya juga ramah mantap aplikasinya smoga bermanfat untuk pasien seluruh indonesia,positif,0,0,1
sangat teramat memvantu jika di bandingkan betobat ke klinik langsung lebih murah,positif,0,0,1
sangat membantu saya termasuk orang yang tidak suka berbincang karena lewat chat aplikasi ini sangat bermanfat terimakasih,netral,0,1,0
sangat membantu banget penjelasanya oke banget cuma sesi tanya jawab kurang waktunya karena masih tanya jawab sudah hbs waktu,positif,0,0,1
aplikasi ini sangat membantu biaya konsul banyak gratisanya dokter menjawab semua yang kita tnyakan beda dengan kita ke dokter praktek yang kadang beliaunya buru buru terima kasih halo doc,netral,0,1,0
terimakasih atas konsultasi yang ramah dan resep yang sudah diberikan pelayanan cepat dan memberi solusi serta saran dengan cepat,positif,0,0,1
sangat membantu sekali karena bisa tanya jawab langsung dengan dokter spesialis tanpa harus pergi dan pastinya gratis,positif,0,0,1
alhamdulilah bisa dapat pelayanan kesehatan langsung dari tangan kita sendiri kapan dimana saja terimakasih dokter baik,positif,0,0,1
pelayanan cepat terima kasih halodoc sehat jadi lebih mudah,positif,0,0,1
baru daftar halodoc dan konsultasi langsung dijawab dokternya aplikasi yang sangat membantu dan ada konsultasi dokter yang fre semoga dokter yang bergabung di halodoc selalu sukses dan sehat amin terima kasih untuk dari wina fibionisa,positif,0,0,1
untuk pertama kali pesen obat di halodoc dan tidak sampai ternyata obatnya sudah sampai keren banget terimakasih halodoc,positif,0,0,1
sangat membantu bgi sya yang sedang mengalami kesulitan untuk menanyakn penyakit yang sedang derita yang tidak harus pergi ke rumah sakit ckup pkai apl halodoc,negatif,1,0,0
bagus simpel mencari solusi bila sakit gawatdarurat,netral,0,1,0
aplikasi yang sangat membantu di sat yang tepat terima kasih halodoc,negatif,1,0,0
suka sekali dengan aplikasi ini dan terlebih lagi bisa lihat profil dari dokter,negatif,1,0,0
aplikasi ini sangat membantu saya untuk konsultasi tapi sayang dokter jauh dari tempat tingal saya,negatif,1,0,0
sangat membantu sekali memudahkan juga buat para orang tua,positif,0,0,1
sangat buruk pelayananya obat tulisanya terkirim tapi tidak sama sekali sampai ke tangan saya compalain responya bertele tele tidak responsif selow respon tlong diperbaiki layananya,negatif,1,0,0
respon cepat penjelasanya sangat jelas sangat membantu,positif,0,0,1
saya suka memakai aplikasi halodoc karena dokternya yang sangat baik ramah tanya seputar kesehatan apa saja mnjwb dengan sangat cepat,netral,0,1,0
aplikasi halodoc sangat bermanfat sekali saya seakan punya dokter pribadi terima kasih bagi dokter yang telah menjawab pertanyan dari saya sukses selalu untuk halodoc,negatif,1,0,0
terimahkasih buat aplikasi ini sangat membantu dan dokter juga baik baik dalam menjawab pertanyan saya semoga bisa lebih baik lagi untuk seterus,positif,0,0,1
terimakasih buat aplikasi halodoc telah mempermudah saya untuk berkonsultasi dan berobat jadi gx perlu ribet lagi terimakasih banyak,netral,0,1,0
alhamdulilah konsultasi dengan dokter lorenza sangat memuaskan cepat responya dan ramah dokternya dokternya cepat tangap dan komunikatif terimakasih halodoc,positif,0,0,1
pelayanan cukup,netral,0,1,0
terima kasih dari febrie kusuma wardana og sudah memberikan saran kepada saya dan responya sangat cepat semoga solusinya bisa bermanfat dan terima kasih buat apa halodoc apa ini sangat membantu,positif,0,0,1
sangat membantu di sat kondisi badan tidak fit dan cukup di rumah saja obat obatan sampai,negatif,1,0,0
saya sudah bulan lebih sering bersin flu dan saya takut itu penyakit yang lama tidak bisa sembuh lewat halodoc saya dapat jawaban apa penyebabnya terima kasih halodoc,negatif,1,0,0
sudah berkali kali pakai jasa aplikasi ini dan sangat memuaskan dokternya ramah dan obat yang diresepkanya bagus terimakasih halodoc,positif,0,0,1
terimakasih banyak dengan adac aplikasix ini sangat membantu saya berkonsultasi dengan dokter yang sesuai dengan penyakit yang saya alami,negatif,1,0,0
sangat membantu buat yang tidak bisa pergi ke kelinik ke rumah sakit tapi agak lama saja balas chat tapi ok,netral,0,1,0
bagus pelayanan chat dokter ramah is the best halodoc,positif,0,0,1
sangat praktis dan mudah untuk keperluan kesehatan yang tidak harus berjalan keluar cukup dengan aplikasi haldoc terima kasih doc dengan saran kesehatanya salam sukses sl,netral,0,1,0
dokternya sangat wise dalam menyikapi masalah dan memberikan solusi dari permaslahan saya,netral,0,1,0
bagus dan cepat interaksinya selama saya chat dengan dokternya,positif,0,0,1
suka sekali benar sangat membantu bagi kami yang diperkebunan dan jauh dari rumah sakit,netral,0,1,0
cukup bagus dalam mengantar obat dan konsultasi dengan dokter,netral,0,1,0
bagus sekali layanan chat cepat tangap dan semua dokter spesialis ada,positif,0,0,1
sangat membantu bisa langsung chat dengan dokternya suka sama aplikasi ini aplikasi sebelah seperti berbicara dengan komputer,netral,0,1,0
alhamdulilah ada aplikasi yang sangat bermanfat ini tengah malam butuh dokter jadi tidak bingung,negatif,1,0,0
datang ke both di layani dengan ramah dan baik di bungkus dengan aman dan rapih obatnya gojek mengantar dengan baik dan ramah juga tapi ada yang mesti diperbaiki yaitu waktu pengantaranya terlalu lama katanya diantar cuma tapi kenyatanya sampai baru sampai obatnya tapi secara keseluruhan aplikasi ini sangat membantu sekali buat yang tidak mengantri di loket obat terima kasih halodoc obat sudah saya terima,negatif,1,0,0
aplikasi yang sangat bagus dan membantu sekali dokternya juga ramah,positif,0,0,1
